Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Age Group,Day of Week,Month,Quarter
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,56-65,Monday,February,1
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25,56-65,Monday,April,2
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900,46-55,Friday,November,4
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900,36-45,Wednesday,April,2
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,56-65,Tuesday,May,2
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200,26-35,Tuesday,December,4
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,46-55,Saturday,February,1
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,56-65,Wednesday,March,1
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,46-55,Wednesday,May,2
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200,56-65,Thursday,March,1
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600,46-55,Tuesday,October,4
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75,36-45,Wednesday,February,1
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150,46-55,Wednesday,March,1
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25,18-25,Monday,January,1
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,26-35,Saturday,July,3
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,26-35,Saturday,August,3
982,2023-12-19,CUST982,Female,46,Beauty,3,30,90,46-55,Tuesday,December,4
983,2023-11-01,CUST983,Female,29,Clothing,1,300,300,26-35,Wednesday,November,4
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,56-65,Tuesday,August,3
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,18-25,Tuesday,May,2
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000,46-55,Tuesday,January,1
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900,26-35,Saturday,April,2
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,56-65,Sunday,May,2
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25,36-45,Thursday,December,4
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,56-65,Thursday,May,2
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100,26-35,Tuesday,December,4
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,56-65,Monday,August,3
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150,46-55,Monday,February,1
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000,46-55,Monday,December,4
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30,36-45,Sunday,April,2
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,56-65,Tuesday,May,2
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90,46-55,Friday,November,4
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100,18-25,Sunday,October,4
999,2023-12-05,CUST999,Female,36,Electronics,3,50,150,36-45,Tuesday,December,4
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120,46-55,Wednesday,April,2
